Entity,Code,Year,Total population (Fink-Jensen 2015)
Libya,LBY,1990,4139.825
Libya,LBY,2000,5115.45
Liechtenstein,LIE,1800,5.8020000000000005
Liechtenstein,LIE,1820,5.8020000000000005
Liechtenstein,LIE,1910,11
Liechtenstein,LIE,1920,12
Liechtenstein,LIE,1930,12
Liechtenstein,LIE,1950,13.5
Liechtenstein,LIE,1960,16.426
Liechtenstein,LIE,1970,21.103
Liechtenstein,LIE,1980,25.074
Liechtenstein,LIE,1990,28.796
Liechtenstein,LIE,2000,32.204
Lithuania,LTU,1800,778.655
Lithuania,LTU,1820,778.655
Lithuania,LTU,1910,2916
Lithuania,LTU,1920,2230
Lithuania,LTU,1930,2422
Lithuania,LTU,1940,2442
Lithuania,LTU,1950,2553.159
Lithuania,LTU,1960,2764.864
Lithuania,LTU,1970,3137.562
Lithuania,LTU,1980,3435.289
Lithuania,LTU,1990,3694.836
Lithuania,LTU,2000,3654.387
Luxembourg,LUX,1800,127.03
Luxembourg,LUX,1820,127.03
Luxembourg,LUX,1830,170
Luxembourg,LUX,1840,180
Luxembourg,LUX,1850,193
Luxembourg,LUX,1860,203
Luxembourg,LUX,1870,198
Luxembourg,LUX,1880,210
Luxembourg,LUX,1890,211
Luxembourg,LUX,1900,236
Luxembourg,LUX,1910,260
Luxembourg,LUX,1920,269
Luxembourg,LUX,1930,300
Luxembourg,LUX,1940,301
Luxembourg,LUX,1950,295.587
Luxembourg,LUX,1960,313.969
Luxembourg,LUX,1970,339.17400000000004
Luxembourg,LUX,1980,364.4
Luxembourg,LUX,1990,382.966
Luxembourg,LUX,2000,438.777
Madagascar,MDG,1500,700
Madagascar,MDG,1600,800
Madagascar,MDG,1700,1000
Madagascar,MDG,1800,1500
Madagascar,MDG,1820,1683
Madagascar,MDG,1850,2631.16996232
Madagascar,MDG,1860,2711.17925494
Madagascar,MDG,1870,2793.62149069
Madagascar,MDG,1880,2907.39936371
Madagascar,MDG,1890,3025.81115168
Madagascar,MDG,1900,2820.55325517
Madagascar,MDG,1910,2709.74041237
Madagascar,MDG,1920,2656.03076512
Madagascar,MDG,1930,3082.43213545
Madagascar,MDG,1940,3542.19995887
Madagascar,MDG,1950,4234
Madagascar,MDG,1960,5371
Madagascar,MDG,1970,6765.644
Madagascar,MDG,1980,8691
Madagascar,MDG,1990,11633
Madagascar,MDG,2000,15742
Malawi,MWI,1800,737
Malawi,MWI,1850,2154.26625429
Malawi,MWI,1860,2143.8112859000003
Malawi,MWI,1870,2122.46938774
Malawi,MWI,1880,2090.55594938
Malawi,MWI,1890,2121.88584567
Malawi,MWI,1900,2038.5219871
Malawi,MWI,1910,1881.1876614
Malawi,MWI,1920,1807.28026318
Malawi,MWI,1930,2097.42252769
Malawi,MWI,1940,2410.26879582
Malawi,MWI,1950,2881
Malawi,MWI,1960,3529
Malawi,MWI,1970,4508
Malawi,MWI,1980,6129.035
Malawi,MWI,1990,9536
Malawi,MWI,2000,11560
Malaysia,MYS,1800,287
Malaysia,MYS,1820,287
Malaysia,MYS,1850,530
Malaysia,MYS,1870,800
Malaysia,MYS,1890,1585
Malaysia,MYS,1900,2232
Malaysia,MYS,1910,2893
Malaysia,MYS,1920,3545
Malaysia,MYS,1930,4413
Malaysia,MYS,1940,5434
Malaysia,MYS,1950,6433.799
Malaysia,MYS,1960,8428.493
Malaysia,MYS,1970,10910.216
Malaysia,MYS,1980,13764.351999999999
Malaysia,MYS,1990,17507
Malaysia,MYS,2000,21804
Maldives,MDV,1800,42.378
Maldives,MDV,1820,42.378
Maldives,MDV,1910,72
Maldives,MDV,1920,70
Maldives,MDV,1930,79
Maldives,MDV,1940,86
Maldives,MDV,1950,79.293
Maldives,MDV,1960,92.24700000000001
Maldives,MDV,1970,114.572
Maldives,MDV,1980,153
Maldives,MDV,1990,217
Maldives,MDV,2000,300
Mali,MLI,1800,1403.398
Mali,MLI,1820,1403.398
Mali,MLI,1850,1502.53321391
Mali,MLI,1860,1532.85578165
Mali,MLI,1870,1563.79028803
Mali,MLI,1880,1627.47992295
Mali,MLI,1890,1693.76349237
Mali,MLI,1900,1780.38278101
Mali,MLI,1910,1986.20898081
Mali,MLI,1920,2150.94973879
Mali,MLI,1930,2471.77999108
Mali,MLI,1940,2812.5759959
Mali,MLI,1950,3329
Mali,MLI,1960,4015
Mali,MLI,1970,5546
Mali,MLI,1980,6758
Mali,MLI,1990,8085
Mali,MLI,2000,10049
Malta,MLT,1800,134.072
Malta,MLT,1820,134.072
Malta,MLT,1910,229
Malta,MLT,1920,225
Malta,MLT,1930,241
Malta,MLT,1940,270
Malta,MLT,1950,311.973
Malta,MLT,1960,328.517
Malta,MLT,1970,325.569
Malta,MLT,1980,364.001
Malta,MLT,1990,359.10699999999997
Malta,MLT,2000,389.94699999999995
Marshall Is.,,1800,5.827999999999999
Marshall Is.,,1820,5.827999999999999
Marshall Is.,,1930,73
Marshall Is.,,1950,10.904000000000002
Marshall Is.,,1960,15.12
Marshall Is.,,1970,21.714000000000002
Marshall Is.,,1980,30.680999999999997
Marshall Is.,,1990,45.83
Marshall Is.,,2000,53.06399999999999
Mauritania,MRT,1800,382.69599999999997
Mauritania,MRT,1820,382.69599999999997
Mauritania,MRT,1850,288.461253194
Mauritania,MRT,1860,300.209626389
Mauritania,MRT,1870,312.436484203
Mauritania,MRT,1880,328.414527259
Mauritania,MRT,1890,348.660032961
Mauritania,MRT,1900,373.84955877199997
Mauritania,MRT,1910,408.891925761
Mauritania,MRT,1920,434.098556794
Mauritania,MRT,1930,503.789097244
Mauritania,MRT,1940,578.9330117000001
Mauritania,MRT,1950,692
Mauritania,MRT,1960,892
Mauritania,MRT,1970,1289.42
Mauritania,MRT,1980,1545
Mauritania,MRT,1990,1925
Mauritania,MRT,2000,2501
Mauritius,MUS,1750,29.5
Mauritius,MUS,1800,59
Mauritius,MUS,1810,78
Mauritius,MUS,1820,88
Mauritius,MUS,1830,93
Mauritius,MUS,1840,115
Mauritius,MUS,1850,181
Mauritius,MUS,1860,320
Mauritius,MUS,1870,330
Mauritius,MUS,1880,360
Mauritius,MUS,1890,371
Mauritius,MUS,1900,371
Mauritius,MUS,1910,369
Mauritius,MUS,1920,376
Mauritius,MUS,1930,393
Mauritius,MUS,1940,419
Mauritius,MUS,1950,481.27
Mauritius,MUS,1960,663.2289999999999
Mauritius,MUS,1970,829.5110000000001
Mauritius,MUS,1980,963.701
Mauritius,MUS,1990,1062
Mauritius,MUS,2000,1186
Mexico,MEX,1500,7000
Mexico,MEX,1550,6587
Mexico,MEX,1600,2979
Mexico,MEX,1650,2249
Mexico,MEX,1700,2825
Mexico,MEX,1750,3777
Mexico,MEX,1800,5100
Mexico,MEX,1820,6587
Mexico,MEX,1830,6382
Mexico,MEX,1840,7044
Mexico,MEX,1850,7662
Mexico,MEX,1860,8816
Mexico,MEX,1870,9219
Mexico,MEX,1880,10399
Mexico,MEX,1890,11729
Mexico,MEX,1900,13607
Mexico,MEX,1910,15000
Mexico,MEX,1920,14900
Mexico,MEX,1930,17175
Mexico,MEX,1940,20393
Mexico,MEX,1950,28485.18
Mexico,MEX,1960,38578.505
Mexico,MEX,1970,52775.157999999996
Mexico,MEX,1980,68347.479
Mexico,MEX,1990,84913.65199999999
Mexico,MEX,2000,99926.62
Micronesia (country),FSM,1800,16.416
Micronesia (country),FSM,1820,16.416
Micronesia (country),FSM,1950,30.715
Micronesia (country),FSM,1960,41.777
Micronesia (country),FSM,1970,56.821999999999996
Micronesia (country),FSM,1980,77.08
Micronesia (country),FSM,1990,108.6
Micronesia (country),FSM,2000,107.75399999999999
Moldova,MDA,1800,712.558
Moldova,MDA,1820,712.558
Moldova,MDA,1950,2336.4320000000002
Moldova,MDA,1960,2998.9809999999998
Moldova,MDA,1970,3594.5170000000003
Moldova,MDA,1980,3996.278
Moldova,MDA,1990,4397.798
Moldova,MDA,2000,4430.654
Monaco,MCO,1800,7.789
Monaco,MCO,1820,7.789
Monaco,MCO,1910,23
Monaco,MCO,1920,22
Monaco,MCO,1930,25
Monaco,MCO,1940,24
Monaco,MCO,1950,18.125
Monaco,MCO,1960,20.756999999999998
Monaco,MCO,1970,23.752
Monaco,MCO,1980,26.551
Monaco,MCO,1990,29.971999999999998
Monaco,MCO,2000,31.693
Mongolia,MNG,1500,600
Mongolia,MNG,1800,600
Mongolia,MNG,1820,619
Mongolia,MNG,1870,668
Mongolia,MNG,1900,700
Mongolia,MNG,1910,725
Mongolia,MNG,1950,778.555
Mongolia,MNG,1960,954.6519999999999
Mongolia,MNG,1970,1247.6
Mongolia,MNG,1980,1662.38
Mongolia,MNG,1990,2218
Mongolia,MNG,2000,2664
Montenegro,MNE,1800,126.58200000000001
Montenegro,MNE,1820,126.58200000000001
Montenegro,MNE,1910,516
Montenegro,MNE,1950,395.587
Montenegro,MNE,1960,461.48699999999997
Montenegro,MNE,1970,514.472
Montenegro,MNE,1980,560
Montenegro,MNE,1990,583.202
Montenegro,MNE,2000,732.302
Morocco,MAR,1500,1500
Morocco,MAR,1600,2250
Morocco,MAR,1700,1750
Morocco,MAR,1800,2500
Morocco,MAR,1820,2689
Morocco,MAR,1850,2847.21601959
Morocco,MAR,1860,3148.24463937
Morocco,MAR,1870,3481.100219
Morocco,MAR,1880,3849.14773876
Morocco,MAR,1890,4256.10794943
Morocco,MAR,1900,4689.74564051
Morocco,MAR,1910,5512.13163459
Morocco,MAR,1920,5797.28104218
Morocco,MAR,1930,6472.4901905
Morocco,MAR,1940,7712.78250321
Morocco,MAR,1950,8953
Morocco,MAR,1960,11626
Morocco,MAR,1970,15909.275
Morocco,MAR,1980,19487.272
Morocco,MAR,1990,24735
Morocco,MAR,2000,30184
Mozambique,MOZ,1500,1000
Mozambique,MOZ,1600,1250
Mozambique,MOZ,1700,1500
Mozambique,MOZ,1800,2000
Mozambique,MOZ,1820,2096
Mozambique,MOZ,1850,4752.37177589
Mozambique,MOZ,1860,4752.37177589
Mozambique,MOZ,1870,4705.06134557
Mozambique,MOZ,1880,4611.80252862
Mozambique,MOZ,1890,4658.12839403
Mozambique,MOZ,1900,4475.12182124
Mozambique,MOZ,1910,4129.72928752
Mozambique,MOZ,1920,3967.48202573
Mozambique,MOZ,1930,4604.42486342
Mozambique,MOZ,1940,5291.20929355
Mozambique,MOZ,1950,6324.595
Mozambique,MOZ,1960,7528.595
Mozambique,MOZ,1970,9304.375
Mozambique,MOZ,1980,12102.618999999999
Mozambique,MOZ,1990,12667
Mozambique,MOZ,2000,18125
Myanmar,MMR,1500,4000
Myanmar,MMR,1600,4500
Myanmar,MMR,1700,5000
Myanmar,MMR,1800,6000
Myanmar,MMR,1820,3506
Myanmar,MMR,1850,3932
Myanmar,MMR,1870,4245
Myanmar,MMR,1880,3737
Myanmar,MMR,1890,7489
Myanmar,MMR,1900,10174
Myanmar,MMR,1910,11942
Myanmar,MMR,1920,13096
Myanmar,MMR,1930,14515
Myanmar,MMR,1940,16594
Myanmar,MMR,1950,19487.657
Myanmar,MMR,1960,22839
Myanmar,MMR,1970,27393
Myanmar,MMR,1980,33373.316
Myanmar,MMR,1990,39243
Myanmar,MMR,2000,44301
Namibia,NAM,1800,229
Namibia,NAM,1850,117.536749914
Namibia,NAM,1860,129.963599635
Namibia,NAM,1870,143.704307313
Namibia,NAM,1880,158.897783673
Namibia,NAM,1890,175.69762610799998
Namibia,NAM,1900,194.273671452
Namibia,NAM,1910,228.695636523
Namibia,NAM,1920,266.730534676
Namibia,NAM,1930,328.39845553099997
Namibia,NAM,1940,401.04085263300004
Namibia,NAM,1950,485
Namibia,NAM,1960,599
Namibia,NAM,1970,764.683
Namibia,NAM,1980,1058.021
Namibia,NAM,1990,1471.3139999999999
Namibia,NAM,2000,1893
Nauru,NRU,1800,1.834
Nauru,NRU,1820,1.834
Nauru,NRU,1920,2
Nauru,NRU,1930,3
Nauru,NRU,1940,3
Nauru,NRU,1950,3.432
Nauru,NRU,1960,4.475
Nauru,NRU,1970,6.7
Nauru,NRU,1980,7.71
Nauru,NRU,1990,9.488
Nauru,NRU,2000,11.845
Nepal,NPL,1500,2000
Nepal,NPL,1600,2500
Nepal,NPL,1700,3000
Nepal,NPL,1750,3500
Nepal,NPL,1800,4000
Nepal,NPL,1820,3881
Nepal,NPL,1850,4352
Nepal,NPL,1870,4698
Nepal,NPL,1890,5192
Nepal,NPL,1900,5283
Nepal,NPL,1910,5639
Nepal,NPL,1930,5600
Nepal,NPL,1940,5600
Nepal,NPL,1950,8989.915
Nepal,NPL,1960,10034.723
Nepal,NPL,1970,11918.678
Nepal,NPL,1980,14665
Nepal,NPL,1990,18918
Nepal,NPL,2000,24818
Netherlands,NLD,1500,950
Netherlands,NLD,1600,1500
Netherlands,NLD,1650,2000
Netherlands,NLD,1700,1900
Netherlands,NLD,1750,2000
Netherlands,NLD,1800,2000
Netherlands,NLD,1810,2047
Netherlands,NLD,1820,2333
Netherlands,NLD,1830,2633
Netherlands,NLD,1840,2886
Netherlands,NLD,1850,3098
Netherlands,NLD,1860,3318
Netherlands,NLD,1870,3610
Netherlands,NLD,1880,4043
Netherlands,NLD,1890,4535
Netherlands,NLD,1900,5142
Netherlands,NLD,1910,5922
Netherlands,NLD,1920,6848
Netherlands,NLD,1930,7884
Netherlands,NLD,1940,8879
Netherlands,NLD,1950,10113.527
Netherlands,NLD,1960,11486
Netherlands,NLD,1970,13032.335
Netherlands,NLD,1980,14143.901000000002
Netherlands,NLD,1990,14951.51
Netherlands,NLD,2000,15907.853000000001
New Zealand,NZL,1500,100
New Zealand,NZL,1600,100
New Zealand,NZL,1700,100
New Zealand,NZL,1800,200
New Zealand,NZL,1820,100
New Zealand,NZL,1830,100
New Zealand,NZL,1840,70
New Zealand,NZL,1850,90
New Zealand,NZL,1860,132
New Zealand,NZL,1870,291
New Zealand,NZL,1880,520
New Zealand,NZL,1890,665
New Zealand,NZL,1900,807
New Zealand,NZL,1910,1045
New Zealand,NZL,1920,1241
New Zealand,NZL,1930,1493
New Zealand,NZL,1940,1636
New Zealand,NZL,1950,1908.31
New Zealand,NZL,1960,2371.746
New Zealand,NZL,1970,2828.05
New Zealand,NZL,1980,3170.15
New Zealand,NZL,1990,3414
New Zealand,NZL,2000,3802
Nicaragua,NIC,1500,12
Nicaragua,NIC,1550,36
Nicaragua,NIC,1600,50
Nicaragua,NIC,1650,69
Nicaragua,NIC,1700,93
Nicaragua,NIC,1750,114
Nicaragua,NIC,1800,186
Nicaragua,NIC,1820,186
Nicaragua,NIC,1850,300
Nicaragua,NIC,1870,337
Nicaragua,NIC,1900,478
Nicaragua,NIC,1910,553
Nicaragua,NIC,1920,640
Nicaragua,NIC,1930,680
Nicaragua,NIC,1940,830
Nicaragua,NIC,1950,1097.9160000000002
Nicaragua,NIC,1960,1492.6979999999999
Nicaragua,NIC,1970,2052.544
Nicaragua,NIC,1980,2805.321
Nicaragua,NIC,1990,3685
Nicaragua,NIC,2000,4935
Niger,NER,1850,996.553753994
Niger,NER,1860,1016.6651688
Niger,NER,1870,1047.58018461
Niger,NER,1880,1090.24575173
Niger,NER,1890,1134.64899072
Niger,NER,1900,1180.86067302
Niger,NER,1910,1317.37741953
Niger,NER,1920,1426.64374384
Niger,NER,1930,1639.43833593
Niger,NER,1940,1865.47545778
Niger,NER,1950,2208
Niger,NER,1960,3053
Niger,NER,1970,4840.501
Niger,NER,1980,6093
Niger,NER,1990,7842
Niger,NER,2000,10951
Nigeria,NGA,1800,12100.855
Nigeria,NGA,1820,12100.855
Nigeria,NGA,1850,13539.370934
Nigeria,NGA,1860,14067.4550335
Nigeria,NGA,1870,14678.416674
Nigeria,NGA,1880,15475.395680599999
Nigeria,NGA,1890,16484.8663865
Nigeria,NGA,1900,17429.1617229
Nigeria,NGA,1910,19083.332081
Nigeria,NGA,1920,20911.3816968
Nigeria,NGA,1930,24494.375174700002
Nigeria,NGA,1940,28411.221210000003
Nigeria,NGA,1950,33960
Nigeria,NGA,1960,42356
Nigeria,NGA,1970,55586
Nigeria,NGA,1980,74821
Nigeria,NGA,1990,96604
Nigeria,NGA,2000,123179
North Korea,PRK,1800,4345
North Korea,PRK,1820,4345
North Korea,PRK,1870,4511
North Korea,PRK,1910,4897
North Korea,PRK,1950,9471.14
North Korea,PRK,1960,10391.909
North Korea,PRK,1970,13911.902
North Korea,PRK,1980,17113.626
North Korea,PRK,1990,20018.546000000002
North Korea,PRK,2000,21263
North Macedonia,MKD,1800,391.865
North Macedonia,MKD,1820,391.865
North Macedonia,MKD,1950,1224.627
North Macedonia,MKD,1960,1366.1979999999999
North Macedonia,MKD,1970,1574.4070000000002
North Macedonia,MKD,1980,1792
North Macedonia,MKD,1990,1861.361
North Macedonia,MKD,2000,2014.5120000000002
Norway,NOR,1500,300
Norway,NOR,1600,400
Norway,NOR,1700,500
Norway,NOR,1750,724
Norway,NOR,1800,900
Norway,NOR,1810,885
Norway,NOR,1820,970
Norway,NOR,1830,1124
Norway,NOR,1840,1241
Norway,NOR,1850,1392
Norway,NOR,1860,1596
Norway,NOR,1870,1735
Norway,NOR,1880,1919
Norway,NOR,1890,1997
Norway,NOR,1900,2230
Norway,NOR,1910,2384
Norway,NOR,1920,2635
Norway,NOR,1930,2807
Norway,NOR,1940,2973
Norway,NOR,1950,3265.1259999999997
Norway,NOR,1960,3581.239
Norway,NOR,1970,3877.386
Norway,NOR,1980,4085.62
Norway,NOR,1990,4242.005999999999
Norway,NOR,2000,4492.4
Oman,OMN,1500,200
Oman,OMN,1800,300
Oman,OMN,1820,318
Oman,OMN,1870,367
Oman,OMN,1900,400
Oman,OMN,1910,444
Oman,OMN,1950,488.588
Oman,OMN,1960,599.2919999999999
Oman,OMN,1970,778.5360000000001
Oman,OMN,1980,1174.857
Oman,OMN,1990,1772.974
Oman,OMN,2000,2534
Pakistan,PAK,1600,8817.631
Pakistan,PAK,1700,10777.105
Pakistan,PAK,1820,13651
Pakistan,PAK,1870,16090
Pakistan,PAK,1910,20008
Pakistan,PAK,1920,22812
Pakistan,PAK,1950,39448.232
Pakistan,PAK,1960,50386.898
Pakistan,PAK,1970,65705.964
Pakistan,PAK,1980,85219.117
Pakistan,PAK,1990,114607
Pakistan,PAK,2000,146405
Palau,PLW,1800,3.875
Palau,PLW,1820,3.875
Palau,PLW,1950,7.251
Palau,PLW,1960,9.482000000000001
Palau,PLW,1970,12.005
Palau,PLW,1980,13.311
Palau,PLW,1990,15.207
Palau,PLW,2000,18.766
Panama,PAN,1500,29.6
Panama,PAN,1550,12.4
Panama,PAN,1600,20
Panama,PAN,1650,22.3
Panama,PAN,1700,34.2
Panama,PAN,1750,42.2
Panama,PAN,1800,75.6
Panama,PAN,1850,108.6
Panama,PAN,1870,176
Panama,PAN,1900,263
Panama,PAN,1910,326
Panama,PAN,1920,487
Panama,PAN,1930,515
Panama,PAN,1940,697
Panama,PAN,1950,892.502
Panama,PAN,1960,1147.61
Panama,PAN,1970,1531.0379999999998
Panama,PAN,1980,1960
Panama,PAN,1990,2393
Panama,PAN,2000,2900
Papua New Guinea,PNG,1800,754.8939999999999
Papua New Guinea,PNG,1820,754.8939999999999
Papua New Guinea,PNG,1910,781
Papua New Guinea,PNG,1920,483
Papua New Guinea,PNG,1930,520
Papua New Guinea,PNG,1950,1412.4660000000001
Papua New Guinea,PNG,1960,1746.986
Papua New Guinea,PNG,1970,2288.056
Papua New Guinea,PNG,1980,2991.217
Papua New Guinea,PNG,1990,3824.7870000000003
Papua New Guinea,PNG,2000,4934
Paraguay,PRY,1500,200
Paraguay,PRY,1550,200
Paraguay,PRY,1600,200
Paraguay,PRY,1650,200
Paraguay,PRY,1700,200
Paraguay,PRY,1750,200
Paraguay,PRY,1800,300
Paraguay,PRY,1820,143
Paraguay,PRY,1850,350
Paraguay,PRY,1870,384
Paraguay,PRY,1880,264
Paraguay,PRY,1890,644
Paraguay,PRY,1900,440
Paraguay,PRY,1910,554
Paraguay,PRY,1920,699
Paraguay,PRY,1930,880
Paraguay,PRY,1940,1111
Paraguay,PRY,1950,1475.6689999999999
Paraguay,PRY,1960,1909.5379999999998
Paraguay,PRY,1970,2476.785
Paraguay,PRY,1980,3196
Paraguay,PRY,1990,4244
Paraguay,PRY,2000,5592
Peru,PER,1500,2500
Peru,PER,1550,1291
Peru,PER,1600,920
Peru,PER,1650,914
Peru,PER,1700,654
Peru,PER,1750,773
Peru,PER,1800,1271
Peru,PER,1820,1317
Peru,PER,1830,1374
Peru,PER,1850,3375
Peru,PER,1860,2488
Peru,PER,1870,2606
Peru,PER,1890,3346
Peru,PER,1900,3648
Peru,PER,1910,4137
Peru,PER,1920,4690
Peru,PER,1930,5480
Peru,PER,1940,6440
Peru,PER,1950,7632.5
Peru,PER,1960,9931
Peru,PER,1970,13192.8
Peru,PER,1980,17295.298
Peru,PER,1990,21600
Peru,PER,2000,26087
Philippines,PHL,1500,500
Philippines,PHL,1600,800
Philippines,PHL,1700,1250
Philippines,PHL,1800,2500
Philippines,PHL,1810,1933
Philippines,PHL,1820,2176
Philippines,PHL,1840,3096
Philippines,PHL,1850,3612
Philippines,PHL,1870,5063
Philippines,PHL,1880,5985
Philippines,PHL,1890,6476
Philippines,PHL,1900,7324
Philippines,PHL,1910,8861
Philippines,PHL,1920,10725
Philippines,PHL,1930,13194
Philippines,PHL,1940,16585
Philippines,PHL,1950,21131.264
Philippines,PHL,1960,28528.939
Philippines,PHL,1970,38603.696
Philippines,PHL,1980,50940.182
Philippines,PHL,1990,65088
Philippines,PHL,2000,81222
Poland,POL,1500,4000
Poland,POL,1600,5000
Poland,POL,1650,5500
Poland,POL,1700,6000
Poland,POL,1750,7000
Poland,POL,1800,9000
Poland,POL,1820,10426
Poland,POL,1850,13000
Poland,POL,1870,16865
Poland,POL,1890,22854
Poland,POL,1900,24750
Poland,POL,1910,26644
Poland,POL,1920,23968
Poland,POL,1930,28204
Poland,POL,1940,30021
Poland,POL,1950,24824
Poland,POL,1960,29589.842
Poland,POL,1970,32526
Poland,POL,1980,35578.016
Poland,POL,1990,38119.407999999996
Poland,POL,2000,38654.164
Portugal,PRT,1500,1000
Portugal,PRT,1600,1100
Portugal,PRT,1650,1750
Portugal,PRT,1700,2000
Portugal,PRT,1750,2250
Portugal,PRT,1800,2750
Portugal,PRT,1820,3297
Portugal,PRT,1830,3491
Portugal,PRT,1840,3704
Portugal,PRT,1850,3816
Portugal,PRT,1860,4000
Portugal,PRT,1870,4327
Portugal,PRT,1880,4610
Portugal,PRT,1890,5028
Portugal,PRT,1900,5404
Portugal,PRT,1910,5884
Portugal,PRT,1920,6029
Portugal,PRT,1930,6784
Portugal,PRT,1940,7675
Portugal,PRT,1950,8442.75
Portugal,PRT,1960,9036.7
Portugal,PRT,1970,9044.2
Portugal,PRT,1980,9777.8
Portugal,PRT,1990,9922.689
Portugal,PRT,2000,10335.597
Qatar,QAT,1800,14.092
Qatar,QAT,1820,14.092
Qatar,QAT,1870,14.092
Qatar,QAT,1910,17.897000000000002
Qatar,QAT,1950,25.101
Qatar,QAT,1960,46
Qatar,QAT,1970,115
Qatar,QAT,1980,237
Qatar,QAT,1990,446
Qatar,QAT,2000,627
Romania,ROU,1500,2000
Romania,ROU,1600,2000
Romania,ROU,1650,2250
Romania,ROU,1700,2500
Romania,ROU,1750,3500
Romania,ROU,1800,5500
Romania,ROU,1820,6389
Romania,ROU,1850,8000
Romania,ROU,1870,9179
Romania,ROU,1890,10373
Romania,ROU,1900,11000
Romania,ROU,1910,11866
Romania,ROU,1920,12340
Romania,ROU,1930,14141
Romania,ROU,1940,15907
Romania,ROU,1950,16311
Romania,ROU,1960,18403.414
Romania,ROU,1970,20252.541
Romania,ROU,1980,22130.036
Romania,ROU,1990,22865.945
Romania,ROU,2000,22451.921000000002
Russia,RUS,1950,101936.81599999999
Russia,RUS,1960,119631.633
Russia,RUS,1970,130245.476
Russia,RUS,1980,139038.84900000002
Russia,RUS,1990,147973
Russia,RUS,2000,146710
Rwanda,RWA,1800,928.368
Rwanda,RWA,1820,928.368
Rwanda,RWA,1850,1514.97175136
Rwanda,RWA,1860,1530.18982472
Rwanda,RWA,1870,1545.56076545
Rwanda,RWA,1880,1561.08610913
Rwanda,RWA,1890,1624.66560897
Rwanda,RWA,1900,1529.77595839
Rwanda,RWA,1910,1411.70695034
Rwanda,RWA,1920,1356.24433496
Rwanda,RWA,1930,1573.97691942
Rwanda,RWA,1940,1808.74735736
Rwanda,RWA,1950,2162
Rwanda,RWA,1960,2887
Rwanda,RWA,1970,3769.171
Rwanda,RWA,1980,5138
Rwanda,RWA,1990,6982
Rwanda,RWA,2000,8278
Samoa,WSM,1700,43
Samoa,WSM,1800,47.3
Samoa,WSM,1850,46.898999999999994
Samoa,WSM,1900,33
Samoa,WSM,1910,38
Samoa,WSM,1920,36
Samoa,WSM,1930,56
Samoa,WSM,1940,68
Samoa,WSM,1950,81.858
Samoa,WSM,1960,110.04299999999999
Samoa,WSM,1970,142.33100000000002
Samoa,WSM,1980,155.17700000000002
Samoa,WSM,1990,172
Samoa,WSM,2000,197
San Marino,SMR,1800,5.492000000000001
San Marino,SMR,1820,5.492000000000001
San Marino,SMR,1910,11
San Marino,SMR,1920,13
San Marino,SMR,1930,13
San Marino,SMR,1940,15
San Marino,SMR,1950,12.78
San Marino,SMR,1960,15.405999999999999
San Marino,SMR,1970,19.189
San Marino,SMR,1980,21.463
San Marino,SMR,1990,23.469
San Marino,SMR,2000,26.936999999999998
Sao Tome and Principe,STP,1800,22.730999999999998
Sao Tome and Principe,STP,1820,22.730999999999998
Sao Tome and Principe,STP,1900,40
Sao Tome and Principe,STP,1910,59
Sao Tome and Principe,STP,1920,56
Sao Tome and Principe,STP,1930,60
Sao Tome and Principe,STP,1940,61
Sao Tome and Principe,STP,1950,59.73
Sao Tome and Principe,STP,1960,63.403
Sao Tome and Principe,STP,1970,73.631
Sao Tome and Principe,STP,1980,94.071
Sao Tome and Principe,STP,1990,119.45299999999999
Sao Tome and Principe,STP,2000,159.88299999999998
Saudi Arabia,SAU,1500,2000
Saudi Arabia,SAU,1600,2250
Saudi Arabia,SAU,1700,2000
Saudi Arabia,SAU,1800,2000
Saudi Arabia,SAU,1820,2091
Saudi Arabia,SAU,1870,2338
Saudi Arabia,SAU,1900,2500
Saudi Arabia,SAU,1910,2676
Saudi Arabia,SAU,1950,3859.801
Saudi Arabia,SAU,1960,4718.3009999999995
Saudi Arabia,SAU,1970,6109.0509999999995
Saudi Arabia,SAU,1980,9999.161
Saudi Arabia,SAU,1990,16060.761
Saudi Arabia,SAU,2000,23147
Senegal,SEN,1800,1009.8860000000001
Senegal,SEN,1820,1009.8860000000001
Senegal,SEN,1850,931.646255677
Senegal,SEN,1860,989.0787016139999
Senegal,SEN,1870,1071.11517239
Senegal,SEN,1880,1194.94447911
Senegal,SEN,1890,1306.95125292
Senegal,SEN,1900,1401.3741267999999
Senegal,SEN,1910,1502.61873874
Senegal,SEN,1920,1595.24946521
Senegal,SEN,1930,1851.35213048
Senegal,SEN,1940,2127.49515716
Senegal,SEN,1950,2543
Senegal,SEN,1960,3277
Senegal,SEN,1970,4317.891
Senegal,SEN,1980,5787
Senegal,SEN,1990,8001
Senegal,SEN,2000,10678
Serbia,SRB,1800,2147.197
Serbia,SRB,1820,2147.197
Serbia,SRB,1880,1902
Serbia,SRB,1890,2162
Serbia,SRB,1900,2494
Serbia,SRB,1910,2912
Serbia,SRB,1950,6710.2609999999995
Serbia,SRB,1960,7470.936
Serbia,SRB,1970,8166.726
Serbia,SRB,1980,8955
Serbia,SRB,1990,9347.973
Serbia,SRB,2000,10117.908000000001
Seychelles,SYC,1800,12.522
Seychelles,SYC,1820,12.522
Seychelles,SYC,1890,16
Seychelles,SYC,1900,19
Seychelles,SYC,1910,23
