Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Gansu,China,35.7518,104.2861,2020-05-13,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,2020-05-13,1589,8,1579,2,Western Pacific
Guangxi,China,23.8298,108.7881,2020-05-13,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,2020-05-13,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,2020-05-13,168,6,162,0,Western Pacific
Hebei,China,39.549,116.1306,2020-05-13,328,6,0,322,Western Pacific
Heilongjiang,China,47.861999999999995,127.7615,2020-05-13,945,13,930,2,Western Pacific
Henan,China,37.8957,114.9042,2020-05-13,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,2020-05-13,1050,4,1008,38,Western Pacific
Hubei,China,30.9756,112.2707,2020-05-13,68134,4512,63616,6,Western Pacific
Hunan,China,27.6104,111.7088,2020-05-13,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-05-13,209,1,190,18,Western Pacific
Jiangsu,China,32.9711,119.455,2020-05-13,653,0,653,0,Western Pacific
Jiangxi,China,27.614,115.7221,2020-05-13,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,2020-05-13,134,1,108,25,Western Pacific
Liaoning,China,41.2956,122.6085,2020-05-13,149,2,144,3,Western Pacific
Macau,China,22.1667,113.55,2020-05-13,45,0,43,2,Western Pacific
Ningxia,China,37.2692,106.1655,2020-05-13,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,2020-05-13,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-05-13,308,3,297,8,Western Pacific
Shandong,China,36.3427,118.1498,2020-05-13,788,7,777,4,Western Pacific
Shanghai,China,31.201999999999998,121.4491,2020-05-13,660,7,633,20,Western Pacific
Shanxi,China,37.5777,112.2922,2020-05-13,198,0,198,0,Western Pacific
Sichuan,China,30.6171,102.7103,2020-05-13,561,3,558,0,Western Pacific
Tianjin,China,39.3054,117.323,2020-05-13,191,3,187,1,Western Pacific
Tibet,China,31.6927,88.0924,2020-05-13,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-05-13,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.48700000000001,2020-05-13,185,2,183,0,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-05-13,1268,1,1267,0,Western Pacific
,Colombia,4.5709,-74.2973,2020-05-13,12930,509,3133,9288,Americas
,Congo (Brazzaville),-0.228,15.8277,2020-05-13,333,11,53,269,Africa
,Congo (Kinshasa),-4.0383,21.7587,2020-05-13,1169,50,148,971,Africa
,Costa Rica,9.7489,-83.7534,2020-05-13,815,8,527,280,Americas
,Cote d'Ivoire,7.54,-5.5471,2020-05-13,1912,24,902,986,Africa
,Croatia,45.1,15.2,2020-05-13,2213,94,1834,285,Europe
,Cuba,21.521757,-77.78116700000002,2020-05-13,1810,79,1326,405,Americas
,Cyprus,35.1264,33.4299,2020-05-13,905,17,449,439,Europe
,Czechia,49.8175,15.472999999999999,2020-05-13,8269,290,5047,2932,Europe
Faroe Islands,Denmark,61.8926,-6.9118,2020-05-13,187,0,187,0,Europe
Greenland,Greenland,71.7069,-42.6043,2020-05-13,11,0,11,0,Europe
,Denmark,56.2639,9.5018,2020-05-13,10667,533,8663,1471,Europe
,Djibouti,11.8251,42.5903,2020-05-13,1268,3,900,365,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,2020-05-13,11196,409,3221,7566,Americas
,Ecuador,-1.8312,-78.1834,2020-05-13,30486,2334,3433,24719,Americas
,Egypt,26.820553000000004,30.802497999999996,2020-05-13,10431,556,2486,7389,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,2020-05-13,1037,20,374,643,Americas
,Equatorial Guinea,1.6508,10.2679,2020-05-13,522,6,13,503,Africa
,Eritrea,15.1794,39.7823,2020-05-13,39,0,38,1,Africa
,Estonia,58.5953,25.0136,2020-05-13,1751,61,777,913,Europe
,Eswatini,-26.5225,31.4659,2020-05-13,187,2,48,137,Africa
,Ethiopia,9.145,40.4897,2020-05-13,263,5,108,150,Africa
,Fiji,-17.7134,178.065,2020-05-13,18,0,14,4,Western Pacific
,Finland,61.92411,25.748151,2020-05-13,6054,284,4300,1470,Europe
French Guiana,France,3.9339,-53.1258,2020-05-13,153,1,124,28,Europe
French Polynesia,France,-17.6797,149.4068,2020-05-13,60,0,58,2,Europe
Guadeloupe,France,16.265,-61.551,2020-05-13,155,13,109,33,Europe
Mayotte,France,-12.8275,45.166244,2020-05-13,1143,14,627,502,Europe
New Caledonia,France,-20.904304999999997,165.618042,2020-05-13,18,0,18,0,Europe
Reunion,France,-21.1151,55.5364,2020-05-13,439,0,354,85,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-05-13,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,2020-05-13,39,3,30,6,Europe
Martinique,France,14.6415,-61.0242,2020-05-13,189,14,91,84,Europe
,France,46.2276,2.2137,2020-05-13,175981,27032,57368,91581,Europe
,Gabon,-0.8037,11.6094,2020-05-13,1004,9,152,843,Africa
,Gambia,13.4432,-15.3101,2020-05-13,23,1,10,12,Africa
,Georgia,42.3154,43.3569,2020-05-13,647,11,372,264,Europe
,Germany,51.165690999999995,10.451526,2020-05-13,174098,7861,148700,17537,Europe
,Ghana,7.9465,-1.0232,2020-05-13,5408,24,514,4870,Africa
,Greece,39.0742,21.8243,2020-05-13,2760,155,1374,1231,Europe
,Guatemala,15.7835,-90.2308,2020-05-13,1342,29,121,1192,Americas
,Guinea,9.9456,-9.6966,2020-05-13,2374,14,856,1504,Africa
,Guyana,4.860416000000002,-58.93018000000001,2020-05-13,113,10,41,62,Americas
,Haiti,18.9712,-72.2852,2020-05-13,234,18,17,199,Americas
,Holy See,41.9029,12.4534,2020-05-13,12,0,2,10,Europe
,Honduras,15.2,-86.2419,2020-05-13,2255,123,237,1895,Americas
,Hungary,47.1625,19.5033,2020-05-13,3341,430,1102,1809,Europe
,Iceland,64.9631,-19.0208,2020-05-13,1802,10,1780,12,Europe
,India,20.593684,78.96288,2020-05-13,78055,2551,26400,49104,South-East Asia
,Indonesia,-0.7893,113.9213,2020-05-13,15438,1028,3287,11123,South-East Asia
,Iran,32.427908,53.68804599999999,2020-05-13,112725,6783,89428,16514,Eastern Mediterranean
,Iraq,33.223191,43.679291,2020-05-13,3032,115,1966,951,Eastern Mediterranean
,Ireland,53.1424,-7.6921,2020-05-13,23401,1497,19470,2434,Europe
,Israel,31.046051000000002,34.851612,2020-05-13,16548,264,12232,4052,Europe
,Italy,41.87194,12.56738,2020-05-13,222104,31106,112541,78457,Europe
,Jamaica,18.1096,-77.2975,2020-05-13,509,9,113,387,Americas
,Japan,36.204824,138.252924,2020-05-13,15998,726,8920,6352,Western Pacific
,Jordan,31.24,36.51,2020-05-13,582,9,392,181,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,2020-05-13,5417,32,2408,2977,Europe
,Kenya,-0.0236,37.9062,2020-05-13,737,40,281,416,Africa
,South Korea,35.90775700000001,127.766922,2020-05-13,10991,260,9762,969,Western Pacific
,Kuwait,29.311659999999996,47.481766,2020-05-13,11028,82,3263,7683,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,2020-05-13,1044,12,726,306,Europe
,Latvia,56.8796,24.6032,2020-05-13,951,19,627,305,Europe
,Lebanon,33.8547,35.8623,2020-05-13,878,26,236,616,Eastern Mediterranean
,Liberia,6.4280550000000005,-9.429499,2020-05-13,213,20,101,92,Africa
,Liechtenstein,47.14,9.55,2020-05-13,82,1,81,0,Europe
,Lithuania,55.1694,23.8813,2020-05-13,1505,54,908,543,Europe
,Luxembourg,49.8153,6.1296,2020-05-13,3904,103,3629,172,Europe
,Madagascar,-18.766947000000002,46.869107,2020-05-13,212,0,107,105,Africa
,Malaysia,4.210483999999999,101.97576600000001,2020-05-13,6779,111,5281,1387,Western Pacific
,Maldives,3.2028,73.2207,2020-05-13,955,4,40,911,South-East Asia
,Malta,35.9375,14.3754,2020-05-13,508,6,436,66,Europe
,Mauritania,21.0079,-10.9408,2020-05-13,15,2,6,7,Africa
,Mauritius,-20.348404000000002,57.552152,2020-05-13,332,10,322,0,Africa
,Mexico,23.6345,-102.5528,2020-05-13,40186,4220,26990,8976,Americas
,Moldova,47.4116,28.3699,2020-05-13,5406,185,2176,3045,Europe
,Monaco,43.7333,7.4167,2020-05-13,96,4,87,5,Europe
,Mongolia,46.8625,103.8467,2020-05-13,42,0,15,27,Western Pacific
,Montenegro,42.708678000000006,19.37439,2020-05-13,324,9,307,8,Europe
,Morocco,31.7917,-7.0926,2020-05-13,6512,188,3131,3193,Eastern Mediterranean
,Namibia,-22.9576,18.4904,2020-05-13,16,0,11,5,Africa
,Nepal,28.1667,84.25,2020-05-13,250,0,35,215,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,2020-05-13,101,3,91,7,Europe
Curacao,Netherlands,12.1696,-68.99,2020-05-13,16,1,14,1,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-05-13,76,15,46,15,Europe
,Netherlands,52.1326,5.2913,2020-05-13,43211,5562,0,37649,Europe
,New Zealand,-40.9006,174.886,2020-05-13,1497,21,1411,65,Western Pacific
,Nicaragua,12.865416,-85.207229,2020-05-13,25,8,7,10,Americas
,Niger,17.607789,8.081666,2020-05-13,860,49,658,153,Africa
,Nigeria,9.082,8.6753,2020-05-13,4971,164,1070,3737,Africa
,North Macedonia,41.6086,21.7453,2020-05-13,1694,95,1229,370,Europe
,Norway,60.472,8.4689,2020-05-13,8175,229,32,7914,Europe
,Oman,21.512583,55.92325500000001,2020-05-13,4019,17,1289,2713,Eastern Mediterranean
,Pakistan,30.3753,69.3451,2020-05-13,35788,770,9695,25323,Eastern Mediterranean
,Panama,8.538,-80.7821,2020-05-13,8944,256,6067,2621,Americas
,Papua New Guinea,-6.314993,143.95555,2020-05-13,8,0,8,0,Western Pacific
,Paraguay,-23.4425,-58.4438,2020-05-13,740,11,182,547,Americas
,Peru,-9.19,-75.0152,2020-05-13,76306,2169,24324,49813,Americas
,Philippines,12.879721,121.77401699999999,2020-05-13,11618,772,2251,8595,Western Pacific
,Poland,51.9194,19.1451,2020-05-13,17204,861,6410,9933,Europe
,Portugal,39.3999,-8.2245,2020-05-13,28132,1175,3182,23775,Europe
,Qatar,25.3548,51.1839,2020-05-13,26539,14,3143,23382,Eastern Mediterranean
,Romania,45.9432,24.9668,2020-05-13,16002,1036,7961,7005,Europe
,Russia,61.52401,105.31875600000001,2020-05-13,242271,2212,48003,192056,Europe
,Rwanda,-1.9403,29.8739,2020-05-13,287,0,164,123,Africa
,Saint Lucia,13.9094,-60.9789,2020-05-13,18,0,18,0,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-05-13,17,0,12,5,Americas
,San Marino,43.9424,12.4578,2020-05-13,643,41,161,441,Europe
,Saudi Arabia,23.885942,45.079162,2020-05-13,44830,273,17622,26935,Eastern Mediterranean
,Senegal,14.4974,-14.4524,2020-05-13,2105,21,782,1302,Africa
,Serbia,44.0165,21.0059,2020-05-13,10295,222,3824,6249,Europe
,Seychelles,-4.6796,55.492,2020-05-13,11,0,10,1,Africa
,Singapore,1.2833,103.8333,2020-05-13,25346,21,4809,20516,Western Pacific
,Slovakia,48.669,19.699,2020-05-13,1469,27,1060,382,Europe
,Slovenia,46.1512,14.9955,2020-05-13,1463,103,260,1100,Europe
,Somalia,5.152149,46.199616,2020-05-13,1219,52,130,1037,Eastern Mediterranean
,South Africa,-30.5595,22.9375,2020-05-13,12074,219,4745,7110,Africa
,Spain,40.463667,-3.7492199999999998,2020-05-13,228691,27104,140823,60764,Europe
,Sri Lanka,7.873054,80.77179699999998,2020-05-13,915,9,382,524,South-East Asia
,Sudan,12.8628,30.2176,2020-05-13,1818,90,198,1530,Eastern Mediterranean
,Suriname,3.9193,-56.0278,2020-05-13,10,1,9,0,Americas
,Sweden,60.128161,18.643501,2020-05-13,27909,3460,0,24449,Europe
,Switzerland,46.8182,8.2275,2020-05-13,30413,1870,27100,1443,Europe
,Taiwan*,23.7,121.0,2020-05-13,440,7,375,58,Western Pacific
,Tanzania,-6.369028,34.888822,2020-05-13,509,21,183,305,Africa
,Thailand,15.870032,100.992541,2020-05-13,3017,56,2844,117,South-East Asia
,Togo,8.6195,0.8248,2020-05-13,219,11,96,112,Africa
,Trinidad and Tobago,10.6918,-61.2225,2020-05-13,116,8,107,1,Americas
,Tunisia,33.886917,9.537499,2020-05-13,1032,45,759,228,Eastern Mediterranean
,Turkey,38.9637,35.2433,2020-05-13,143114,3952,101715,37447,Europe
,Uganda,1.373333,32.290275,2020-05-13,139,0,55,84,Africa
,Ukraine,48.3794,31.1656,2020-05-13,16425,439,3716,12270,Europe
,United Arab Emirates,23.424076,53.847818000000004,2020-05-13,20386,206,6523,13657,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,2020-05-13,121,8,66,47,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-05-13,86,1,54,31,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-05-13,548,43,456,49,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-05-13,147,0,144,3,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-05-13,332,23,274,35,Europe
Montserrat,United Kingdom,16.742498,-62.187366000000004,2020-05-13,11,1,8,2,Europe
,United Kingdom,55.3781,-3.4360000000000004,2020-05-13,220915,33216,0,187699,Europe
,Uruguay,-32.5228,-55.7658,2020-05-13,719,19,545,155,Americas
,US,40.0,-100.0,2020-05-13,1396110,85234,243430,1067446,Americas
,Uzbekistan,41.377491,64.585262,2020-05-13,2612,11,2076,525,Europe
,Venezuela,6.4238,-66.5897,2020-05-13,423,10,220,193,Americas
,Vietnam,14.058323999999999,108.277199,2020-05-13,288,0,252,36,Western Pacific
,Zambia,-13.133897,27.849332,2020-05-13,446,7,124,315,Africa
,Zimbabwe,-19.015438,29.154857,2020-05-13,37,4,12,21,Africa
,Dominica,15.415,-61.371,2020-05-13,16,0,15,1,Americas
,Grenada,12.1165,-61.678999999999995,2020-05-13,21,0,13,8,Americas
,Mozambique,-18.665695,35.529562,2020-05-13,104,0,0,104,Africa
,Syria,34.802075,38.99681500000001,2020-05-13,48,3,0,45,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,2020-05-13,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,2020-05-13,18,2,16,0,Americas
,Laos,19.856270000000002,102.495496,2020-05-13,19,0,14,5,Western Pacific
,Libya,26.3351,17.228331,2020-05-13,64,3,28,33,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,2020-05-13,375,2,310,63,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,2020-05-13,836,3,26,807,Africa
,Mali,17.570692,-3.996166000000001,2020-05-13,758,44,412,302,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,2020-05-13,15,0,14,1,Americas
Northwest Territories,Canada,64.8255,-124.8457,2020-05-13,5,0,0,5,Americas
Yukon,Canada,64.2823,-135.0,2020-05-13,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,2020-05-13,919,29,671,219,Europe
,Burma,21.9162,95.956,2020-05-13,181,6,79,96,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,2020-05-13,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-05-13,7,1,4,2,Europe
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-05-13,12,1,10,1,Europe
,Botswana,-22.3285,24.6849,2020-05-13,24,1,17,6,Africa
,Burundi,-3.3731,29.9189,2020-05-13,15,1,7,7,Africa
,Sierra Leone,8.460555000000001,-11.779889,2020-05-13,387,26,97,264,Africa
,Malawi,-13.2543,34.3015,2020-05-13,63,3,24,36,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-05-13,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-05-13,1,0,1,0,Europe
,South Sudan,6.8770000000000024,31.307,2020-05-13,203,0,2,201,Africa
,Western Sahara,24.2155,-12.8858,2020-05-13,6,0,6,0,Africa
,Sao Tome and Principe,0.1864,6.6131,2020-05-13,220,6,4,210,Africa
,Yemen,15.552726999999999,48.516388,2020-05-13,70,12,1,57,Eastern Mediterranean
,Comoros,-11.6455,43.3333,2020-05-13,11,1,0,10,Africa
,Tajikistan,38.861,71.2761,2020-05-13,801,23,0,778,Europe
,Lesotho,-29.61,28.2336,2020-05-13,1,0,0,1,Africa
,Afghanistan,33.93911,67.709953,2020-05-14,5639,136,691,4812,Eastern Mediterranean
,Albania,41.1533,20.1683,2020-05-14,898,31,694,173,Europe
,Algeria,28.0339,1.6596,2020-05-14,6442,529,3158,2755,Africa
,Andorra,42.5063,1.5218,2020-05-14,761,49,596,116,Europe
,Angola,-11.2027,17.8739,2020-05-14,48,2,14,32,Africa
,Antigua and Barbuda,17.0608,-61.7964,2020-05-14,25,3,19,3,Americas
,Argentina,-38.4161,-63.6167,2020-05-14,7134,353,2385,4396,Americas
,Armenia,40.0691,45.0382,2020-05-14,3860,49,1572,2239,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-05-14,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-05-14,3071,45,2605,421,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-05-14,29,0,27,2,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-05-14,1054,6,1031,17,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-05-14,439,4,434,1,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-05-14,227,13,188,26,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-05-14,1540,18,1407,115,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-05-14,552,9,538,5,Western Pacific
,Austria,47.5162,14.5501,2020-05-14,16058,626,14405,1027,Europe
,Azerbaijan,40.1431,47.5769,2020-05-14,2879,35,1833,1011,Europe
,Bahamas,25.025885,-78.035889,2020-05-14,96,11,41,44,Americas
,Bahrain,26.0275,50.55,2020-05-14,6198,10,2353,3835,Eastern Mediterranean
,Bangladesh,23.685,90.3563,2020-05-14,18863,283,3361,15219,South-East Asia
,Barbados,13.1939,-59.5432,2020-05-14,85,7,65,13,Americas
,Belarus,53.7098,27.9534,2020-05-14,26772,151,8168,18453,Europe
,Belgium,50.8333,4.469936,2020-05-14,54288,8903,14111,31274,Europe
,Benin,9.3077,2.3158,2020-05-14,339,2,83,254,Africa
,Bhutan,27.5142,90.4336,2020-05-14,20,0,5,15,South-East Asia
,Bolivia,-16.2902,-63.5887,2020-05-14,3372,152,356,2864,Americas
,Bosnia and Herzegovina,43.9159,17.6791,2020-05-14,2218,122,1272,824,Europe
,Brazil,-14.235,-51.9253,2020-05-14,203165,13999,79479,109687,Americas
,Brunei,4.5353,114.7277,2020-05-14,141,1,134,6,Western Pacific
,Bulgaria,42.7339,25.4858,2020-05-14,2100,99,531,1470,Europe
,Burkina Faso,12.2383,-1.5616,2020-05-14,773,51,592,130,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-14,315,2,67,246,Africa
,Cambodia,11.55,104.9167,2020-05-14,122,0,121,1,Western Pacific
,Cameroon,3.8480000000000003,11.5021,2020-05-14,2954,139,1553,1262,Africa
Alberta,Canada,53.9333,-116.5765,2020-05-14,6457,121,0,6336,Americas
British Columbia,Canada,53.7267,-127.6476,2020-05-14,2392,135,0,2257,Americas
Manitoba,Canada,53.7609,-98.8139,2020-05-14,289,7,0,282,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-05-14,120,0,0,120,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-05-14,261,3,0,258,Americas
Nova Scotia,Canada,44.681999999999995,-63.7443,2020-05-14,1026,51,0,975,Americas
Ontario,Canada,51.2538,-85.3232,2020-05-14,22865,1915,0,20950,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-05-14,27,0,0,27,Americas
Quebec,Canada,52.9399,-73.5491,2020-05-14,40732,3352,0,37380,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-05-14,582,7,0,575,Americas
,Central African Republic,6.6111,20.9394,2020-05-14,143,0,10,133,Africa
,Chad,15.4542,18.7322,2020-05-14,399,46,83,270,Africa
,Chile,-35.6751,-71.543,2020-05-14,42029,368,15655,26006,Americas
Anhui,China,31.8257,117.2264,2020-05-14,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,2020-05-14,593,9,574,10,Western Pacific
Chongqing,China,30.0572,107.874,2020-05-14,579,6,573,0,Western Pacific
Fujian,China,26.0789,117.9874,2020-05-14,356,1,355,0,Western Pacific
Gansu,China,35.7518,104.2861,2020-05-14,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,2020-05-14,1589,8,1579,2,Western Pacific
Guangxi,China,23.8298,108.7881,2020-05-14,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,2020-05-14,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,2020-05-14,168,6,162,0,Western Pacific
Hebei,China,39.549,116.1306,2020-05-14,328,6,0,322,Western Pacific
Heilongjiang,China,47.861999999999995,127.7615,2020-05-14,945,13,930,2,Western Pacific
Henan,China,37.8957,114.9042,2020-05-14,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,2020-05-14,1051,4,1009,38,Western Pacific
Hubei,China,30.9756,112.2707,2020-05-14,68134,4512,63616,6,Western Pacific
Hunan,China,27.6104,111.7088,2020-05-14,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-05-14,209,1,194,14,Western Pacific
Jiangsu,China,32.9711,119.455,2020-05-14,653,0,653,0,Western Pacific
Jiangxi,China,27.614,115.7221,2020-05-14,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,2020-05-14,138,1,108,29,Western Pacific
Liaoning,China,41.2956,122.6085,2020-05-14,149,2,144,3,Western Pacific
Macau,China,22.1667,113.55,2020-05-14,45,0,43,2,Western Pacific
Ningxia,China,37.2692,106.1655,2020-05-14,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,2020-05-14,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-05-14,308,3,300,5,Western Pacific
Shandong,China,36.3427,118.1498,2020-05-14,788,7,778,3,Western Pacific
Shanghai,China,31.201999999999998,121.4491,2020-05-14,660,7,638,15,Western Pacific
Shanxi,China,37.5777,112.2922,2020-05-14,198,0,198,0,Western Pacific
Sichuan,China,30.6171,102.7103,2020-05-14,561,3,558,0,Western Pacific
Tianjin,China,39.3054,117.323,2020-05-14,191,3,187,1,Western Pacific
Tibet,China,31.6927,88.0924,2020-05-14,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-05-14,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.48700000000001,2020-05-14,185,2,183,0,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-05-14,1268,1,1267,0,Western Pacific
,Colombia,4.5709,-74.2973,2020-05-14,13610,525,3358,9727,Americas
,Congo (Brazzaville),-0.228,15.8277,2020-05-14,391,15,87,289,Africa
,Congo (Kinshasa),-4.0383,21.7587,2020-05-14,1242,50,157,1035,Africa
,Costa Rica,9.7489,-83.7534,2020-05-14,830,8,535,287,Americas
,Cote d'Ivoire,7.54,-5.5471,2020-05-14,1971,24,930,1017,Africa
,Croatia,45.1,15.2,2020-05-14,2221,94,1850,277,Europe
,Cuba,21.521757,-77.78116700000002,2020-05-14,1830,79,1383,368,Americas
,Cyprus,35.1264,33.4299,2020-05-14,907,17,481,409,Europe
,Czechia,49.8175,15.472999999999999,2020-05-14,8351,293,5241,2817,Europe
Faroe Islands,Denmark,61.8926,-6.9118,2020-05-14,187,0,187,0,Europe
Greenland,Greenland,71.7069,-42.6043,2020-05-14,11,0,11,0,Europe
,Denmark,56.2639,9.5018,2020-05-14,10713,537,8805,1371,Europe
,Djibouti,11.8251,42.5903,2020-05-14,1284,3,905,376,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,2020-05-14,11320,422,3351,7547,Americas
,Ecuador,-1.8312,-78.1834,2020-05-14,30502,2338,3433,24731,Americas
,Egypt,26.820553000000004,30.802497999999996,2020-05-14,10829,571,2626,7632,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,2020-05-14,1112,23,405,684,Americas
,Equatorial Guinea,1.6508,10.2679,2020-05-14,583,7,13,563,Africa
,Eritrea,15.1794,39.7823,2020-05-14,39,0,38,1,Africa
,Estonia,58.5953,25.0136,2020-05-14,1758,62,909,787,Europe
,Eswatini,-26.5225,31.4659,2020-05-14,187,2,51,134,Africa
,Ethiopia,9.145,40.4897,2020-05-14,272,5,108,159,Africa
,Fiji,-17.7134,178.065,2020-05-14,18,0,14,4,Western Pacific
,Finland,61.92411,25.748151,2020-05-14,6145,287,4300,1558,Europe
French Guiana,France,3.9339,-53.1258,2020-05-14,164,1,124,39,Europe
French Polynesia,France,-17.6797,149.4068,2020-05-14,60,0,59,1,Europe
Guadeloupe,France,16.265,-61.551,2020-05-14,155,13,109,33,Europe
Mayotte,France,-12.8275,45.166244,2020-05-14,1210,16,627,567,Europe
New Caledonia,France,-20.904304999999997,165.618042,2020-05-14,18,0,18,0,Europe
Reunion,France,-21.1151,55.5364,2020-05-14,440,0,354,86,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-05-14,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,2020-05-14,39,3,30,6,Europe
Martinique,France,14.6415,-61.0242,2020-05-14,189,14,91,84,Europe
,France,46.2276,2.2137,2020-05-14,176712,27381,58300,91031,Europe
,Gabon,-0.8037,11.6094,2020-05-14,1104,10,182,912,Africa
,Gambia,13.4432,-15.3101,2020-05-14,23,1,10,12,Africa
,Georgia,42.3154,43.3569,2020-05-14,667,12,383,272,Europe
,Germany,51.165690999999995,10.451526,2020-05-14,174478,7884,150300,16294,Europe
,Ghana,7.9465,-1.0232,2020-05-14,5530,24,674,4832,Africa
,Greece,39.0742,21.8243,2020-05-14,2770,156,1374,1240,Europe
,Guatemala,15.7835,-90.2308,2020-05-14,1518,29,129,1360,Americas
,Guinea,9.9456,-9.6966,2020-05-14,2473,15,895,1563,Africa
,Guyana,4.860416000000002,-58.93018000000001,2020-05-14,113,10,42,61,Americas
,Haiti,18.9712,-72.2852,2020-05-14,273,20,18,235,Americas
,Holy See,41.9029,12.4534,2020-05-14,12,0,2,10,Europe
,Honduras,15.2,-86.2419,2020-05-14,2318,133,253,1932,Americas
,Hungary,47.1625,19.5033,2020-05-14,3380,436,1169,1775,Europe
,Iceland,64.9631,-19.0208,2020-05-14,1802,10,1780,12,Europe
,India,20.593684,78.96288,2020-05-14,81997,2649,27969,51379,South-East Asia
,Indonesia,-0.7893,113.9213,2020-05-14,16006,1043,3518,11445,South-East Asia
,Iran,32.427908,53.68804599999999,2020-05-14,114533,6854,90539,17140,Eastern Mediterranean
,Iraq,33.223191,43.679291,2020-05-14,3143,115,2028,1000,Eastern Mediterranean
,Ireland,53.1424,-7.6921,2020-05-14,23827,1506,19470,2851,Europe
,Israel,31.046051000000002,34.851612,2020-05-14,16579,265,12521,3793,Europe
,Italy,41.87194,12.56738,2020-05-14,223096,31368,115288,76440,Europe
,Jamaica,18.1096,-77.2975,2020-05-14,509,9,118,382,Americas
,Japan,36.204824,138.252924,2020-05-14,16096,742,9868,5486,Western Pacific
,Jordan,31.24,36.51,2020-05-14,586,9,393,184,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,2020-05-14,5571,32,2531,3008,Europe
